Gene	Mov10_kd_2	Mov10_kd_3	Mov10_oe_1	Mov10_oe_2	Mov10_oe_3	Irrel_kd_1	Irrel_kd_2	Irrel_kd_3
ADAMTS16	138.6871393	150.773761	62.41634946	42.834531	36.72539888	81.07611733	83.11142176	97.6234018
ADAMTS17	532.3796639	525.0348698	400.2968546	364.0935135	333.5890399	443.6912795	429.0627148	462.7081784
ADAMTS18	61.99379039	51.32723778	90.71176122	91.91576444	110.1761967	75.73043926	58.17799523	42.79381997
ADAMTS19	287.6000585	259.8441413	253.8264878	264.1462745	231.063968	205.8086055	241.0231231	248.7390786
ADAMTS2	184.7031487	202.1009988	223.8666401	252.5452557	212.7012685	111.368293	85.1892073	110.9964705
ADAMTS20	89.47557376	96.23857083	104.8594671	97.27008082	125.4784462	87.31274174	109.0837411	112.3337774
ADAMTS3	567.5307821	587.0552821	631.6534566	522.9382327	605.9690816	474.8744015	477.8906751	411.8905172
ADAMTS4	26.20356089	33.14884107	28.29541176	33.01828431	47.43697356	16.92798054	19.73896267	18.72229624
ADAMTS5	63.27201287	59.88177741	87.38288925	66.03656863	81.10192253	68.60286851	74.80027958	72.21457119
ADAMTS6	93.94935244	122.9715072	155.6247647	170.4457379	180.5665445	125.6234345	131.939382	139.0799149
ADAMTS7	77.33246018	85.5453963	139.8126228	131.1807512	110.1761967	38.3106928	55.06131692	60.17880933
ADAMTS8	91.39290748	88.75334866	83.22179928	93.70053657	110.1761967	76.62138561	62.33356632	73.55187807
ADAMTS9	323.390288	355.0133946	373.6658788	361.4163553	361.133089	279.7571521	294.0066545	292.8702054
ADAMTS9-AS2	12.78222482	12.83180944	18.30879584	18.74010731	22.9533743	14.25514151	10.38892772	13.37306874
ADAMTSL1	7.030223652	1.069317454	16.64435986	11.60101881	16.83247449	13.36419516	8.311142176	22.73421686
ADAMTSL2	0	0	0.832217993	0	0	0.890946344	1.038892772	0
ADAMTSL3	62.63290163	64.15904722	88.21510724	98.16246688	73.45079777	38.3106928	38.43903256	46.80574059
ADAMTSL4	26.84267213	39.56474579	54.09416953	53.54316375	47.43697356	23.16460495	32.20567593	29.42075123
ADAMTSL5	85.64090631	64.15904722	64.91300344	82.09951775	59.67877319	107.8045077	115.3170977	97.6234018
ADAP1	161.0560328	192.4771417	213.0478062	236.4823066	244.8359926	200.4629275	178.6895568	216.6437136
ADAP2	399.4445257	428.7962989	504.3241037	525.6153908	477.4301855	543.47727	514.2519221	542.9465908
ADAR	10744.09907	10935.9096	9174.371153	8773.047381	8783.491233	10326.95908	10770.20137	10616.87927
ADARB1	648.6979097	576.3621076	505.1563217	481.8884738	498.8533348	613.8620312	562.0409897	583.0657971
ADARB2	37.70756323	35.28747597	50.76529756	58.00509407	67.32989795	37.41974646	46.75017474	49.48035434
ADARB2-AS1	0	0	0	0	0	0.890946344	0	0
ADAT1	403.2791931	436.2815211	345.370467	331.9676153	345.8308395	376.8703036	370.8847196	341.0132529
ADAT2	950.3584155	1051.139057	1166.769626	1189.550621	1286.919186	954.2035347	962.0147069	1019.027838
ADAT3	224.3280456	223.4873478	216.3766781	258.7919581	194.3385691	247.6830837	241.0231231	248.7390786
ADC	125.2658033	121.9021897	157.2892006	157.059947	113.2366466	158.5884493	175.5728785	168.5006661
ADCK1	262.0356089	268.3986809	200.5645363	237.3746926	143.8411456	249.4649764	277.3843701	274.1479092
ADCK2	883.8908465	904.6425658	1090.205571	1205.613571	1129.306016	1241.979204	1242.515755	1254.393848
ADCK3	1745.412799	1648.887514	1742.664477	1850.808694	1657.233625	1588.557332	1553.144694	1606.105556
ADCK4	636.5547962	633.0359326	704.0564219	760.3129253	624.331781	677.1192217	663.8524813	680.6891989
ADCK5	76.05423769	74.85222176	63.24856746	81.20713169	62.73922309	64.14813679	91.42256394	80.23841244
ADCY1	1078.819775	1146.30831	1224.192667	1189.550621	1222.649738	1163.575926	1173.948832	1263.754996
ADCY10	19.81244847	26.73293634	57.42304151	41.04975888	53.55787337	20.49176592	36.36124702	24.07152373
ADCY2	0	0	0.832217993	0	0	0	0	1.337306874
ADCY3	1167.017126	1255.378691	1355.68311	1434.064403	1308.342335	1211.687028	1197.843366	1330.62034
ADCY4	0	0	1.664435986	0	3.060449907	1.781892689	1.038892772	0
ADCY5	111.8444672	115.486285	183.9201764	157.9523331	183.6269944	117.6049174	109.0837411	128.3814599
ADCY6	1160.626014	1288.527532	1523.791145	1492.069497	1472.076405	1321.273429	1249.788005	1298.524975
ADCY7	218.5760445	299.408887	386.1491487	391.7574815	399.3887129	236.9917276	260.7620858	294.2075123
ADCY8	0	1.069317454	0	0.892386063	0	0	0	0
ADCY9	952.9148605	959.177756	982.8494495	980.7322827	942.6185713	825.0163148	859.1643224	882.6225368
ADCYAP1	1.278222482	0	0	0	0	0	0	0
ADCYAP1R1	69.66312528	78.06017412	153.9603287	143.6741561	134.6597959	58.80245872	60.25578078	60.17880933
ADD1	4362.573332	4137.189228	3283.099982	3162.616206	3198.170153	4321.980716	4353.999607	4280.719304
ADD2	1202.807356	1242.546881	1448.059308	1466.190301	1389.444258	1781.892689	1780.662211	1940.432274
ADD3	3376.424687	3708.392929	4010.458508	3822.981892	4324.415719	3743.756539	3907.275716	3648.173152
ADGB	0	0	0.832217993	0	0	0	2.077785544	1.337306874
ADH1A	0	0	0	0	0	0	0	0
ADH1B	0	1.069317454	0	0	0	0.890946344	0	0
ADH1C	58.15912294	41.70338069	1.664435986	1.784772125	3.060449907	16.92798054	16.62228435	9.361148118
ADH4	0	0	0	0	1.530224953	0	0	0
ADH5	2093.089315	2060.574733	1906.611422	1818.682795	1957.157715	1772.092279	1741.184286	1711.752799
ADH6	0	0	0.832217993	0.892386063	0	0.890946344	1.038892772	0
ADH7	0	0	0	0	0	0	0	0
ADHFE1	25.56444964	26.73293634	33.28871971	41.94214494	47.43697356	30.29217571	37.40013979	28.08344435
ADI1	2939.911709	2711.789063	1731.845643	1645.559899	1574.601477	2712.931618	2613.854214	2532.859219
ADIG	0	0	0	0	0	0	0	0
ADIPOQ	0	0	0	0.892386063	0	0	0	0
ADIPOR1	3240.293992	3172.664885	2881.138691	2922.564355	2746.753791	3692.972597	3867.79779	3721.72503
ADIPOR2	5765.422506	5508.054204	4315.882511	4369.122162	4607.507335	5122.050533	5180.958254	4826.340508
ADK	897.3121825	867.216455	974.5272696	949.4987706	988.5253199	908.7652712	882.0199634	857.2137062
ADM	682.5708055	696.1256624	559.2504912	535.4316375	566.1832328	517.639826	526.7186354	498.815464
ADM2	21.09067096	23.52498398	65.74522143	69.60611288	74.98102272	40.09258549	23.89453376	42.79381997
ADNP	4497.425804	4312.557291	3207.368144	3168.862908	3429.234121	3911.254451	4009.087207	3805.975363
ADNP2	1449.504295	1449.994467	1529.616671	1528.657325	1661.824299	1642.014113	1712.095288	1697.042423
ADO	1730.07413	1658.511371	1475.522501	1609.864457	1433.820781	1605.485312	1647.683936	1516.505995
ADORA1	58.79823418	54.53519014	64.08078545	81.20713169	65.799673	74.83949292	73.76138681	64.19072995
ADORA2A	84.36268383	100.5158406	114.846083	107.9787136	117.8273214	84.63990271	95.57813502	85.58763993
ADORA2B	320.1947318	410.6179022	416.1089964	418.5290633	358.0726391	310.0493278	391.662575	322.2909566
ADORA3	2.556444964	0	3.328871971	2.677158188	1.530224953	0.890946344	1.038892772	4.011920622
ADPGK	1809.963035	1771.859021	1386.475176	1390.337485	1401.686057	1497.680805	1393.155207	1354.691863
ADPRH	9.586668617	11.76249199	14.14770588	10.70863275	21.42314935	20.49176592	24.93342653	21.39690998
ADPRHL1	72.21957025	88.75334866	34.9531557	53.54316375	29.07427412	62.3662441	65.45024464	72.21457119
ADPRHL2	1195.777132	1073.594724	932.91637	876.3231134	837.0330496	864.217954	826.9586465	942.8013462
ADRA1A	2.556444964	4.277269815	2.496653979	2.677158188	3.060449907	3.563785377	2.077785544	2.674613748
ADRA1B	40.26400819	38.49542833	68.24187541	61.57463832	39.78584879	50.78394162	54.02242414	49.48035434
ADRA1D	1.917333723	0	1.664435986	1.784772125	1.530224953	0.890946344	1.038892772	0
ADRA2A	7.669334893	7.485222176	8.322179928	8.031474563	7.651124767	10.69135613	8.311142176	5.349227496
ADRA2B	9.586668617	13.9011269	28.29541176	24.98680975	26.01382421	20.49176592	24.93342653	18.72229624
ADRA2C	285.0436135	281.2304903	279.6252456	336.4295456	327.46814	217.390908	228.5564098	251.4136923
ADRB1	25.56444964	34.21815852	31.62428373	37.48021463	44.37652365	25.83744398	21.81674821	21.39690998
ADRB2	108.648911	94.09993593	143.1414948	150.8132446	159.1433952	115.8230248	92.46145671	123.0322324
ADRB3	0	0	0	0.892386063	0	0	0	0
ADRBK1	1796.541699	1908.731655	1577.053096	1774.063492	1447.592806	1820.203381	1801.440067	1849.495407
ADRBK2	981.0357551	1024.406121	1132.648688	1069.078503	1178.273214	1150.21173	1200.960044	1140.722764
ADRM1	2438.848496	2233.804161	1557.079865	1718.735556	1354.249084	2244.293841	2254.397315	2107.595633
ADSL	2738.591668	2583.470968	2089.69938	2194.377328	2000.004014	2400.209451	2469.448119	2441.922352
ADSS	1949.928397	2021.009988	1745.993349	1724.089873	2027.548063	1906.625177	1956.23509	1824.086576
ADSSL1	99.06224237	86.61471375	89.04732523	125.8264348	113.2366466	57.91151238	60.25578078	72.21457119
ADTRP	2.556444964	7.485222176	8.322179928	6.246702438	4.59067486	8.018517099	7.272249404	4.011920622
AEBP1	0.639111241	1.069317454	1.664435986	0.892386063	1.530224953	0	1.038892772	4.011920622
AEBP2	1636.124777	1668.135228	2194.558847	1968.603654	2413.164752	1691.016161	1636.256116	1606.105556
AEN	4765.213414	4205.625545	3515.288802	3523.140175	3144.612279	3198.497376	3356.662546	3309.834513
AES	2742.426336	2868.978728	2936.065079	3184.925857	2621.275345	3090.692868	3032.528001	3061.095435
AFAP1	703.6614765	751.73017	863.8422766	960.2074033	953.330146	819.6706367	851.892073	837.1541031
AFAP1-AS1	1.917333723	1.069317454	1.664435986	0.892386063	0	0.890946344	0	4.011920622
AFAP1L1	497.2285456	504.7178382	641.6400725	655.903756	650.3456052	714.5389681	743.8472248	730.1695532
AFAP1L2	48.57245433	45.98065051	99.86615914	108.8710996	100.9948469	73.94854658	64.41135186	64.19072995
AFF1	2360.237813	2378.162017	2685.567463	2544.192664	2544.764098	2671.05714	2796.699342	2736.129864
AFF2	510.0107704	558.1837108	661.6133043	642.517965	746.7497773	604.9525678	634.7634837	688.7130401
AFF3	724.1130362	809.4733125	902.9565222	875.4307274	852.3352991	865.9998466	956.820243	962.8609493
AFF4	7602.867324	7380.429066	7266.927514	6527.804048	7597.566894	6908.397954	7426.005534	6912.539232
AFG3L1P	819.3406111	811.6119474	615.8413147	560.4184473	576.8948075	768.8866951	762.5472947	726.1576326
AFG3L2	1354.915831	1409.360404	1254.984733	1226.13845	1253.254237	1265.143809	1234.204613	1258.405768
AFM	0	0	0	0	0	0	0	0
AFMID	1087.767332	1034.029978	792.2715292	821.8875636	645.7549304	847.2899734	900.7200333	904.0194468
AFP	0.639111241	0	0.832217993	0.892386063	0	0	1.038892772	2.674613748
AFTPH	1193.220687	1204.051453	1268.300221	1212.752659	1360.369984	1141.302267	1210.310079	1183.516583
AGA	318.2773981	276.9532205	326.2294532	299.841717	299.9240909	216.4999617	202.5840905	201.933338
AGAP1	1217.506914	1220.091215	1299.092287	1343.041024	1273.147161	1397.894814	1477.305522	1481.736016
AGAP11	31.95556206	39.56474579	98.20172316	103.5167833	116.2970965	75.73043926	86.22810008	76.22649182
AGAP2	33.23378454	43.8420156	127.3293529	118.6873463	91.81349721	32.07406839	43.63349642	50.81766121
AGAP3	2160.195995	2204.93259	1929.081307	2009.653413	1830.149044	2115.997568	2141.158003	2190.50866
AGAP4	0.639111241	0	0	3.56954425	0	0	1.038892772	0
AGAP5	145.0782517	134.7339992	87.38288925	101.7320111	88.7530473	80.18517099	76.87806513	88.26225368
AGAP6	630.1636837	623.4120755	532.6195154	547.0326563	466.7186108	474.8744015	520.4852788	512.1885327
AGAP7	2.556444964	1.069317454	4.161089964	5.354316375	0	3.563785377	1.038892772	2.674613748
AGAP8	99.70135361	89.82266611	59.08747749	79.42235957	65.799673	68.60286851	94.53924225	74.88918494
AGAP9	14.69955855	17.10907926	14.14770588	14.278177	19.8929244	13.36419516	10.38892772	10.69845499
AGBL1	1.278222482	0	0.832217993	0	0	0	0	0
AGBL2	1.917333723	1.069317454	0	0.892386063	0	1.781892689	2.077785544	0
AGBL3	143.160918	168.9521577	209.7189342	199.894478	246.3662175	155.0246639	194.2729484	184.5483486
AGBL4	1.278222482	0	5.82552595	2.677158188	3.060449907	3.563785377	1.038892772	6.68653437
AGBL5	2574.97919	2488.301715	2108.840394	2230.965156	1899.009167	2794.007736	2801.893806	2801.657901
AGER	67.74579156	80.19880903	54.09416953	64.2517965	38.25562384	56.12961969	56.10020969	72.21457119
AGFG1	2546.858296	2528.935778	2589.030176	2526.344943	2722.270192	2391.299988	2546.326184	2415.176214
AGFG2	245.4187166	274.8145856	224.6988581	208.8183386	217.2919434	233.4279422	220.2452677	221.9929411
AGGF1	2256.701792	2146.12013	2308.572712	2292.539795	2630.456695	1949.390601	1954.157304	1963.166491
AGK	2296.326689	2294.755256	1844.195072	1914.168104	1862.283768	2147.18069	2177.51925	2206.556342
AGL	2152.52666	2115.109923	1888.302626	1799.050302	2408.574077	2208.655987	2343.742094	2268.072458
AGMAT	79.88890514	65.22836468	66.57743943	43.72691707	45.9067486	76.62138561	72.72249404	62.85342308
AGMO	1.278222482	0	0	0	0	0	1.038892772	0
AGPAT1	3710.679866	3622.847533	2902.776359	2977.892291	2587.610396	3334.812167	3401.334936	3452.926349
AGPAT2	812.3103875	830.8596615	654.9555604	669.2895469	602.9086317	813.4340123	797.8696489	771.6260663
AGPAT3	2146.774659	2103.347431	1406.448408	1461.72837	1329.765485	2099.069587	2235.697245	2205.219035
AGPAT4	548.9965561	602.0257264	828.0569029	846.8743734	832.4423747	702.9566656	731.3805115	752.9037701
AGPAT4-IT1	8.308446135	9.623857083	21.63766781	17.84772125	18.36269944	10.69135613	16.62228435	22.73421686
AGPAT5	1269.914036	1277.834357	1331.548789	1310.02274	1404.746507	1372.05737	1354.716175	1261.080382
AGPAT6	1004.682871	992.3265971	1546.261031	1576.846173	1543.996978	1456.697273	1448.216524	1487.085244
AGPAT9	322.7511768	294.0622998	411.1156885	475.6417713	483.5510853	327.8682547	295.0455472	284.8463642
AGPHD1	193.0115948	203.1703162	238.014346	254.3300278	235.6546428	231.6460495	244.1398014	256.7629198
AGPS	3677.446081	3485.974899	3003.474736	2794.953148	3308.346349	3163.750469	3158.234027	2928.702054
AGR2	0.639111241	0	0	0	0	0	0	0
AGR3	0	0	0	0	0	0	0	0
AGRN	1696.201234	2023.148622	2179.578923	2376.424085	2100.998861	1167.139711	1213.426758	1373.41416
AGRP	0	0	0	0	0	0	0	0
AGSK1	0	0	0	0	0	0	0	0
AGT	2.556444964	0	0	1.784772125	1.530224953	3.563785377	3.116678316	0
AGTPBP1	1283.974483	1386.904737	1526.287799	1558.998451	1695.489248	1671.415342	1691.317433	1575.347498
AGTR1	30.67733957	35.28747597	79.06070932	73.17565713	84.16237244	43.65637087	54.02242414	61.5161162
AGTR2	0.639111241	0	0	0	0	0	1.038892772	1.337306874
AGTRAP	607.7947903	633.0359326	516.8073736	579.1585546	437.6443367	604.0616214	609.8300572	631.2088445
AGXT	0	1.069317454	0.832217993	0.892386063	0	0.890946344	0	0
AGXT2	0	0	0	0	0	0	0	0
AGXT2L1	60.71556791	58.81245995	103.1950311	91.02337838	82.63214749	68.60286851	81.03363622	69.53995745
AGXT2L2	391.1360796	408.4792673	628.3245846	603.2529783	557.0018831	378.6521963	394.7792534	387.8189935
AHCTF1	673.6232481	717.5120114	709.0497299	661.2580724	791.1263009	753.7406073	743.8472248	722.1457119
AHCY	5488.048227	5494.153077	4484.822763	4708.228866	4426.94079	5443.682164	5383.542345	5517.728162
AHCYL1	4058.995492	4070.891546	4570.541217	4652.008544	4728.395106	3689.408812	3724.430588	3805.975363
AHCYL2	1002.765537	988.0493272	839.7079548	848.6591455	959.4510458	795.6150854	829.0364321	855.8763993
AHDC1	944.6064144	937.7914069	684.0831901	724.6174828	657.99673	712.7570754	669.0469452	799.7095106
AHI1	1013.630428	1076.802676	1043.601363	1049.44601	1133.896691	979.1500324	1118.887515	1096.591637
AHNAK	1549.84476	1622.154577	1795.094211	1381.413625	1551.648103	788.4875147	823.8419682	925.4163568
AHNAK2	120.1529133	141.1499039	173.9335605	189.1858453	208.1105937	109.5864003	145.4449881	148.441063
AHR	979.1184214	973.0788829	981.1850136	1007.503865	1103.292191	1051.316686	1038.892772	982.9205524
AHRR	2071.998644	2143.981495	1566.234263	1432.27963	1268.556486	1890.588143	1861.695847	1941.769581
AHSA1	3616.091402	3481.697629	3055.072252	3109.965428	3077.282381	3736.628968	3724.430588	3581.307809
AHSA2	1207.920246	1359.102484	1803.41639	1812.436093	1828.618819	1531.536766	1608.206011	1583.371339
AHSG	1.278222482	1.069317454	5.82552595	2.677158188	3.060449907	0.890946344	2.077785544	2.674613748
AHSP	0	0	0	0	1.530224953	0	0	0
AICDA	0	0	0	0	0	0	1.038892772	0
AIDA	355.9849613	340.0429503	286.2829895	298.0569449	307.5752156	364.3970548	342.8346148	345.0251735
AIF1	0	0	1.664435986	2.677158188	1.530224953	4.454731721	3.116678316	2.674613748
AIF1L	1645.711446	1726.947688	1735.174515	1712.488854	1521.043604	1913.752748	1815.984565	1894.96384
AIFM1	2231.776454	2152.536034	1720.194591	1693.748747	1637.3407	2076.795929	1927.146092	1968.515718
AIFM2	278.0133899	243.8043794	249.6653979	251.6528696	243.3057676	375.0884109	388.5458967	394.5055278
AIFM3	5.112889929	3.207952361	1.664435986	0.892386063	3.060449907	1.781892689	5.19446386	5.349227496
AIG1	603.3210116	574.2234726	618.3379687	624.6702438	687.0710041	393.7982842	471.6573185	434.624734
AIM1	56.88090046	45.98065051	124.0004809	131.1807512	156.0829453	94.44031249	116.3559905	143.0918355
AIM1L	47.29423184	51.32723778	54.92638753	72.28327107	58.14854823	56.12961969	58.17799523	66.8653437
AIM2	0	0	0	0	0	0	0	0
AIMP1	2084.141757	2080.891765	1796.758647	1708.91931	1846.981519	1848.713664	1689.239647	1721.113947
AIMP2	1592.026102	1473.519451	1036.111401	1097.634857	925.7860969	1376.512102	1286.149252	1287.82652
AIP	1119.722894	1097.119708	1028.621439	1092.280541	886.0002481	1125.265233	1087.720732	1136.710843
AIPL1	0	0	0.832217993	1.784772125	0	0	0	1.337306874
AIRE	0	1.069317454	0	0	0	0	0	0
AJAP1	0	0	0	0.892386063	0	0	0	0
AJUBA	442.2649789	444.8360607	605.0224808	610.3920668	570.7739076	517.639826	517.3686005	563.0061939
AK1	897.3121825	824.4437568	793.1037472	793.3312096	553.9414332	946.1850176	850.8531803	929.4282774
AK2	5074.543254	5208.645317	5203.859109	5258.831067	5187.462592	5456.155412	5386.659023	5478.946263
AK3	1376.645613	1426.469483	1457.213705	1467.975073	1556.238778	1650.923576	1713.134181	1612.79209
AK4	2815.924128	3275.319361	2451.714207	2384.455559	2408.574077	3075.54678	3167.584062	3328.556809
AK5	20.45155972	18.17839671	24.96653979	28.556354	36.72539888	8.018517099	20.77785544	32.09536498
AK7	16.61689227	14.97044435	46.6042076	51.75839163	55.08809833	29.40122936	32.20567593	20.05960311
AK8	24.9253384	25.66361889	42.44311764	29.44874006	18.36269944	25.83744398	22.85564098	20.05960311
AKAP1	2986.56683	3144.862631	2767.124826	2686.974434	2631.98692	3066.637317	2917.210904	2915.328985
AKAP10	1520.445643	1435.024023	1334.877661	1310.915126	1349.658409	1356.911282	1419.127527	1413.533366
AKAP11	1489.768303	1488.489896	1443.898218	1380.521239	1644.991825	1446.896863	1554.183587	1511.156768
AKAP12	3370.672686	3558.688486	4045.411663	3894.372777	4310.643694	4014.604227	4150.376624	4175.072061
AKAP13	2578.813858	2608.06527	2605.674536	2101.569177	2134.66381	2111.542836	2276.214063	2135.679078
AKAP14	0.639111241	2.138634907	4.161089964	3.56954425	3.060449907	2.672839033	1.038892772	2.674613748
AKAP17A	0	0	0	0	0	0	0	0
AKAP2	5.112889929	5.346587269	4.161089964	8.031474563	3.060449907	7.127570754	11.42782049	4.011920622
AKAP3	235.832048	230.97257	161.4502906	154.3827888	145.3713706	144.3333078	138.1727387	165.8260524
AKAP4	0	0	0	0	0	0	1.038892772	0
AKAP5	511.9281041	499.3712509	626.6601486	603.2529783	746.7497773	508.7303626	530.8742065	506.8393052
AKAP6	96.50579741	74.85222176	137.3159688	105.3015554	133.129571	77.51233195	103.8892772	104.3099362
AKAP7	239.0276042	238.4577922	317.9072733	314.119894	348.8912894	395.5801769	420.7515727	387.8189935
